step,wallclock_time,elapsed_time,train_loss,val_loss,val_perplexity,learning_rate,tokens_per_sec
0,184.75303983688354,3.0792173306147257,9.256197929382324,,,0.0,77.26603218792937
0,208.22893071174622,3.4704821785291036,,9.258789777755737,10496.422646447521,,
50,213.4437756538391,3.5573962608973186,8.177266120910645,,,3.75e-05,86696.52042531074
100,218.15727996826172,3.635954666137695,6.333996772766113,,,7.5e-05,85815.46130657282
150,222.86643624305725,3.7144406040509543,4.946228504180908,,,0.0001125,86157.38729494838
200,227.54224061965942,3.7923706769943237,4.071110725402832,,,0.00015,88773.84295487899
250,232.23297238349915,3.8705495397249856,3.819880485534668,,,0.00018749999999999998,87357.56202408708
300,236.9663417339325,3.9494390288988748,3.557508707046509,,,0.000225,88132.40062072768
350,241.67807149887085,4.027967858314514,3.175485134124756,,,0.0002625,87103.1109128151
400,245.14866089820862,4.085811014970144,3.153730869293213,,,0.0002999999999999999,87863.98461601407
400,245.70133543014526,4.095022257169088,,3.111042821407318,22.444437741240023,,
450,251.9747564792633,4.199579274654388,2.936768054962158,,,0.00029999893793135975,89459.6149458057
500,256.73901104927063,4.278983517487844,3.0421156883239746,,,0.0002999957517421499,90586.99652255069
550,261.515340089798,4.358589001496633,2.9017128944396973,,,0.0002999904414825032,84689.76436052086
600,266.3028347492218,4.438380579153697,2.7464990615844727,,,0.0002999830072359731,77166.07534305028
650,271.0549385547638,4.517582309246063,2.6406030654907227,,,0.0002999734491195325,87877.9172263513
700,275.8041307926178,4.596735513210296,2.564361572265625,,,0.00029996176728357235,87128.95327306614
750,279.46888303756714,4.657814717292785,2.3945398330688477,,,0.0002999479619118987,88078.85724246479
800,284.2389073371887,4.737315122286478,2.5577783584594727,,,0.00029993203322173,89956.61410779691
800,284.79855847358704,4.74664264122645,,2.55621622800827,12.886963616210242,,
850,291.2048316001892,4.853413860003154,2.4903242588043213,,,0.0002999139814636938,88462.77601188437
900,295.9603741168976,4.932672901948293,2.506166458129883,,,0.00029989380692182295,87753.57904522562
950,300.61785888671875,5.010297648111979,2.486269474029541,,,0.0002998715099135508,87758.50995336198
1000,305.38910245895386,5.089818374315898,2.3934741020202637,,,0.00029984709078970605,78050.04774355049
1050,309.3317470550537,5.155529117584228,2.2844371795654297,,,0.0002998205499345079,67779.64418966608
1100,317.82125544548035,5.297020924091339,2.378476142883301,,,0.0002997918877655594,67643.1391065368
1150,326.13414311408997,5.435569051901499,2.270364284515381,,,0.00029976110473384123,54199.53082661224
1200,336.55438256263733,5.609239709377289,2.369070529937744,,,0.0002997282013237043,43277.55453252706
1200,337.73644757270813,5.628940792878469,,2.3055585503578184,10.029778824729906,,
1250,348.0200810432434,5.800334684054056,2.332716464996338,,,0.00029969317805286257,61228.860411034824
1300,356.9589014053345,5.949315023422241,2.3698487281799316,,,0.0002996560354723842,55875.307947493726
1350,366.67484974861145,6.111247495810191,2.4188244342803955,,,0.0002996167741666837,47341.02658612936
1400,375.08709836006165,6.251451639334361,2.182936429977417,,,0.00029957539475351216,63826.653158198795
1450,385.2733314037323,6.421222190062205,2.2762060165405273,,,0.00029953189788394776,56536.625461749456
1500,395.0997836589813,6.584996394316355,2.138173818588257,,,0.00029948628424238555,59646.835218287204
1550,404.4726219177246,6.7412103652954105,2.260695695877075,,,0.0002994385545465265,56234.23861108883
1600,413.9544897079468,6.899241495132446,1.9646998643875122,,,0.0002993887095473663,40583.55050658956
1600,414.659245967865,6.91098743279775,,2.176919138431549,8.819093953941902,,
1650,431.19941210746765,7.186656868457794,2.136384963989258,,,0.0002993367500291838,27462.15202926548
1700,439.24250650405884,7.320708441734314,2.145477294921875,,,0.000299282676809528,47763.71843657427
1750,450.64321851730347,7.510720308621725,2.067927360534668,,,0.0002992264907392061,53945.862760428936
1800,460.0915653705597,7.668192756175995,2.066133975982666,,,0.00029916819270226923,46212.817790187364
1850,468.0083611011505,7.800139351685842,2.05288028717041,,,0.0002991077836159993,48572.759137501824
1900,478.37704133987427,7.972950688997904,2.0172715187072754,,,0.0002990452644308939,48089.81270302915
1950,487.90735602378845,8.13178926706314,2.14310359954834,,,0.00029898063613065175,26490.04832234841
2000,496.5558342933655,8.275930571556092,2.072195053100586,,,0.0002989138997321573,27273.24841308332
2000,497.3235032558441,8.288725054264068,,2.0990825653076173,8.158681420612371,,
2050,512.3401687145233,8.539002811908722,1.9737399816513062,,,0.0002988450562854644,24281.522488493396
2100,520.0796189308167,8.667993648846943,2.013396739959717,,,0.0002987741068737798,53391.270193583674
2150,526.7674551010132,8.779457585016887,1.9312752485275269,,,0.00029870105261344654,52813.76606520613
2200,535.0784213542938,8.91797368923823,1.990456461906433,,,0.0002986258946539259,48510.08027378191
2250,543.6401755809784,9.060669593016307,1.974241018295288,,,0.00029854863417777945,49279.64311858184
2300,553.5285074710846,9.225475124518077,1.9113988876342773,,,0.00029846927240065075,61761.21159307752
2350,560.0868051052094,9.334780085086823,1.940479040145874,,,0.00029838781057124565,57181.98249246111
2400,568.9630630016327,9.482717716693879,1.8939990997314453,,,0.0002983042499713132,51633.76171649002
2400,570.2176547050476,9.50362757841746,,2.01441376209259,7.496331459132929,,
2450,585.7928655147552,9.763214425245922,2.0335521697998047,,,0.00029821859191562507,58623.961563135555
2500,592.9192261695862,9.881987102826436,1.9821367263793945,,,0.0002981308377519551,59446.63407342303
2550,601.2867960929871,10.021446601549785,1.9800817966461182,,,0.0002980409888610581,69997.20572938418
2600,609.8376576900482,10.163960961500804,2.009469985961914,,,0.0002979490466566481,55710.243512042
