step,wallclock_time,elapsed_time,train_loss,val_loss,val_perplexity,learning_rate,tokens_per_sec
0,0.8790922164916992,0.01465153694152832,9.256617546081543,,,0.0,49036.56665495213
0,3.089869737625122,0.0514978289604187,,9.25914568901062,10500.159106288003,,
50,27.90666699409485,0.4651111165682475,3.6544430255889893,,,0.005,70208.8163573893
100,49.81749486923218,0.8302915811538696,3.1489973068237305,,,0.010000000000000002,81257.75083407483
150,73.67284035682678,1.2278806726137796,2.9051666259765625,,,0.009999433574532441,70524.76979316545
200,97.47294640541077,1.624549106756846,2.939669132232666,,,0.009997734440724333,70909.48058925896
200,100.53071022033691,1.6755118370056152,,2.9176729559898376,18.49819123068147,,
250,133.0352714061737,2.2172545234362286,3.0112054347991943,,,0.009994903026323537,71424.31556650349
300,156.72992062568665,2.6121653437614443,3.1164774894714355,,,0.00999094004412348,73866.97043793816
350,181.13990426063538,3.018998404343923,3.1921191215515137,,,0.009985846491783742,55116.4811612406
400,205.60450410842896,3.4267417351404825,3.084975004196167,,,0.009979623651578881,76600.43599266984
400,208.5893943309784,3.4764899055163068,,3.0501141786575316,21.117755481863234,,
450,232.53427076339722,3.8755711793899534,3.030095338821411,,,0.009972273090075645,74975.95801663515
500,256.76197028160095,4.2793661713600155,3.1335861682891846,,,0.00996379665773858,63304.94176214221
550,281.83171916007996,4.697195319334666,3.0846476554870605,,,0.009954196488464198,63298.206861994215
600,305.44358801841736,5.0907264669736225,2.885798454284668,,,0.009943474999043776,75234.07010003187
600,308.48493337631226,5.141415556271871,,2.9340637803077696,18.803890319331106,,
650,333.2550628185272,5.554251046975454,2.9297537803649902,,,0.009931634888554936,62785.838301480304
700,357.7549238204956,5.962582063674927,2.865568161010742,,,0.009918679137682181,75152.04048967308
750,381.6307785511017,6.3605129758516945,2.872184991836548,,,0.009904611007966507,72224.60924738484
800,404.90412044525146,6.748402007420858,2.7700412273406982,,,0.009889434040984333,53390.087980107535
800,407.93019580841064,6.7988365968068445,,2.876456379890442,17.751257880018713,,
850,440.17969369888306,7.336328228314717,2.8516523838043213,,,0.009873152057455939,78545.1174796792
900,462.66622734069824,7.711103789011637,2.7646660804748535,,,0.009855769156283604,72045.41740792831
950,486.0209608078003,8.100349346796671,2.7831802368164062,,,0.009837289713519742,62972.799461904695
1000,509.99342799186707,8.499890466531118,2.732471227645874,,,0.009817718381265241,86006.74684512285
1000,512.5701298713684,8.54283549785614,,2.754469394683838,15.712701447600258,,
1050,548.7812788486481,9.146354647477468,2.708251714706421,,,0.009797060086498333,68603.74222287002
1100,571.8340287208557,9.530567145347595,2.7019548416137695,,,0.009775320029834254,87216.53361898065
1150,595.1656196117401,9.919426993529003,2.694241523742676,,,0.00975250368421601,58736.35257123076
1200,619.5116677284241,10.3251944621404,2.6189441680908203,,,0.00972861679353659,53144.74492609599
1200,622.5771250724792,10.376285417874653,,2.6429354548454285,14.054399168436566,,
1250,655.1039044857025,10.918398408095042,2.583028793334961,,,0.009703665371192983,76984.70907131446
1300,678.8815870285034,11.314693117141724,2.675618886947632,,,0.009677655698572329,59561.89494942141
1350,703.3803308010101,11.723005513350168,2.5909857749938965,,,0.009650594323470617,73239.56643807549
1400,727.7681334018707,12.129468890031179,2.5466787815093994,,,0.009622488058444314,65860.00017826038
1400,730.8209445476532,12.18034907579422,,2.546640968322754,12.764156486409098,,
1450,762.7121534347534,12.711869223912556,2.5538501739501953,,,0.009593343979095333,74755.04995964153
1500,786.2887301445007,13.104812169075013,2.4898197650909424,,,0.009563169422289797,81115.74750052528
1550,809.7708353996277,13.496180589993795,2.46740460395813,,,0.009531971984311011,65734.47425985977
1600,833.2168583869934,13.886947639783223,2.4169654846191406,,,0.009499759518947156,73646.3040044411
1600,836.2329957485199,13.937216595808666,,2.424496853351593,11.29654417080454,,
1650,868.6672937870026,14.477788229783377,2.3794047832489014,,,0.00946654013551412,79922.63162387695
1700,892.2849743366241,14.871416238943736,2.408050298690796,,,0.009432322196814034,66815.72956146982
1750,914.683512210846,15.244725203514099,2.342512607574463,,,0.009397114317029977,83197.15434509284
1800,938.9468014240265,15.649113357067108,2.2747042179107666,,,0.009360925359557397,77761.33102340891
1800,941.9510033130646,15.699183388551075,,2.348524880409241,10.470113657982456,,
1850,974.2459051609039,16.237431752681733,2.345233201980591,,,0.009323764434772817,77325.36451726696
1900,996.7453322410583,16.61242220401764,2.3164238929748535,,,0.009285640897740317,68706.35382241991
1950,1020.5933020114899,17.009888366858164,2.297377586364746,,,0.00924656434585647,65987.49544340007
2000,1044.6220917701721,17.410368196169536,2.216062307357788,,,0.009206544616434248,70476.3824747121
2000,1047.2819557189941,17.454699261983237,,2.2243319153785706,9.247302758977295,,
2050,1087.7046911716461,18.128411519527436,2.1797232627868652,,,0.00916559178422651,75077.57099046993
2100,1110.3968415260315,18.50661402543386,2.1267101764678955,,,0.009123716158889766,69251.43160789605
2150,1133.6169130802155,18.893615218003593,2.1646032333374023,,,0.009080928282388746,76655.4208143585
2200,1158.2270195484161,19.30378365914027,2.0852761268615723,,,0.009037238926342544,56863.800756727906
2200,1161.3316481113434,19.35552746852239,,2.078506624698639,7.9925241593401495,,
2250,1194.8005044460297,19.913341740767162,2.0693721771240234,,,0.008992659089312908,62056.08093359353
2300,1218.2491500377655,20.304152500629424,2.0265355110168457,,,0.008947199994035402,70582.71936171043
2350,1241.6578125953674,20.69429687658946,2.0555756092071533,,,0.008900873084594165,51352.344807615926
2400,1265.5841472148895,21.09306912024816,1.9947434663772583,,,0.008853690023540896,73821.42291661295
