warmup_steps,mean_time_ms,std_time_ms,cv_percent
0,2009.7210096995695,5226.9955011784705,260.0856276045921
1,287.82254769976134,35.54764193768136,12.350541061419019
2,320.1660800012178,29.26950770853258,9.141976473092106
5,266.97149019892095,10.749348257353533,4.026403062493367
10,273.26672750059515,15.456299808069096,5.656122115355384
