step,wallclock_time,elapsed_time,train_loss,val_loss,val_perplexity,learning_rate,tokens_per_sec
0,144.75047898292542,2.412507983048757,9.256617546081543,,,0.0,810.4059120976605
0,154.0471465587616,2.567452442646027,,9.25914568901062,10500.159106288003,,
50,172.81712245941162,2.880285374323527,7.841648578643799,,,5e-05,98267.96633810329
100,189.28474855422974,3.1547458092371623,5.694891452789307,,,0.0001,102137.86150345342
150,205.46709609031677,3.4244516015052797,4.429644584655762,,,9.999433574532438e-05,100095.95525362108
200,221.81223368644714,3.6968705614407855,3.945810317993164,,,9.997734440724333e-05,102314.03402205753
200,223.8539731502533,3.7308995525042215,,3.924928843975067,50.64947391538313,,
250,242.23631715774536,4.037271952629089,3.5818002223968506,,,9.994903026323537e-05,101525.96929968413
300,258.3249819278717,4.305416365464528,3.501258134841919,,,9.99094004412348e-05,102346.33856015537
350,274.8997061252594,4.581661768754324,3.3418726921081543,,,9.985846491783741e-05,101360.86962152371
400,291.49096393585205,4.858182732264201,3.1523218154907227,,,9.979623651578881e-05,99983.45246130376
400,293.5874710083008,4.893124516805013,,3.146011710166931,23.243178942378073,,
450,312.5036814212799,5.208394690354665,3.0313024520874023,,,9.972273090075644e-05,99915.56363377294
500,329.1614282131195,5.4860238035519915,2.9805402755737305,,,9.963796657738579e-05,97487.29511268862
550,346.2082402706146,5.770137337843577,2.8746538162231445,,,9.954196488464198e-05,97757.37682754127
600,363.17449164390564,6.052908194065094,2.796602249145508,,,9.943474999043775e-05,98585.44409838536
600,365.3369662761688,6.088949437936147,,2.8296639680862428,16.93976756552258,,
650,384.5696105957031,6.409493509928385,2.801179885864258,,,9.931634888554937e-05,96685.11427065988
700,402.7119052410126,6.711865087350209,2.722148895263672,,,9.91867913768218e-05,84544.62400116138
750,422.13966822624207,7.035661137104034,2.663149833679199,,,9.904611007966506e-05,86636.84203784718
800,440.9790623188019,7.349651038646698,2.539766311645508,,,9.889434040984333e-05,94310.61494639749
800,443.4716885089874,7.391194808483124,,2.6530217289924622,14.196872998621686,,
850,464.38582611083984,7.739763768513997,2.6511974334716797,,,9.873152057455939e-05,84084.02438602105
900,485.3029839992523,8.088383066654206,2.553420066833496,,,9.855769156283603e-05,79320.9611575962
950,506.22568917274475,8.437094819545745,2.5441229343414307,,,9.83728971351974e-05,83052.0617069915
1000,527.5151453018188,8.791919088363647,2.53338885307312,,,9.817718381265239e-05,71707.26760151867
1000,530.1918039321899,8.836530065536499,,2.548152756690979,12.783467783334487,,
